satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Loyal Customer,34,Personal Travel,Eco,2333,4,0,5,3,4,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,38,Personal Travel,Business,428,4,4,4,4,4,2,2,2,2,5,2,5,21,13.0
satisfied,Loyal Customer,25,Business travel,Eco,1601,1,1,1,4,5,4,5,1,2,2,1,4,0,0.0
dissatisfied,Loyal Customer,61,Business travel,Eco Plus,331,1,2,1,4,4,3,3,3,3,4,3,4,0,0.0
dissatisfied,disloyal Customer,27,Business travel,Eco,1906,3,3,3,5,5,5,3,1,4,2,4,5,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,1877,4,4,4,3,4,4,4,4,4,5,4,5,43,26.0
satisfied,Loyal Customer,40,Business travel,Business,1958,5,5,5,2,5,4,4,4,4,4,4,5,9,0.0
dissatisfied,disloyal Customer,37,Business travel,Business,1471,4,4,4,2,2,2,3,2,5,3,4,2,0,0.0
dissatisfied,Loyal Customer,44,Business travel,Eco,1132,2,2,2,1,3,2,2,2,2,3,2,4,0,0.0
dissatisfied,disloyal Customer,41,Business travel,Eco,2090,3,3,3,1,1,1,1,5,3,2,3,1,0,0.0
satisfied,disloyal Customer,37,Business travel,Business,1868,4,4,4,3,3,3,5,3,4,5,5,3,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,1929,4,5,4,3,3,3,4,5,4,3,4,3,41,50.0
dissatisfied,disloyal Customer,46,Business travel,Eco,1233,3,3,3,4,4,4,1,5,3,1,3,4,4,0.0
satisfied,Loyal Customer,48,Business travel,Business,2365,4,4,4,4,4,5,3,4,2,4,4,4,136,139.0
satisfied,Loyal Customer,27,Personal Travel,Eco,3305,4,3,4,4,5,5,5,5,5,3,5,4,97,85.0
dissatisfied,Loyal Customer,46,Business travel,Business,2678,1,1,1,1,1,1,5,4,3,1,2,1,0,11.0
satisfied,Loyal Customer,47,Business travel,Business,2451,1,1,1,4,5,4,4,4,4,4,4,3,9,5.0
dissatisfied,Loyal Customer,51,Business travel,Business,3332,1,1,1,4,3,2,2,3,2,4,2,4,57,69.0
satisfied,disloyal Customer,16,Business travel,Business,2767,4,5,1,5,3,5,5,5,4,4,4,5,26,27.0
satisfied,Loyal Customer,43,Business travel,Eco,2300,4,4,4,2,2,2,2,4,4,5,1,2,0,0.0
satisfied,Loyal Customer,10,Personal Travel,Eco,1187,3,0,5,3,3,3,5,3,1,1,5,3,6,1.0
satisfied,Loyal Customer,13,Personal Travel,Eco,1697,3,3,3,5,2,5,5,5,5,2,5,5,0,0.0
dissatisfied,Loyal Customer,47,Business travel,Business,2682,1,1,1,1,3,3,3,3,3,4,3,3,0,0.0
satisfied,Loyal Customer,58,Business travel,Business,1781,3,3,3,3,4,4,4,4,4,5,4,3,12,12.0
dissatisfied,disloyal Customer,37,Business travel,Eco,1420,1,4,4,2,2,2,2,5,3,4,4,2,0,0.0
dissatisfied,Loyal Customer,41,Personal Travel,Eco,2603,5,3,2,2,2,2,5,5,5,3,5,2,0,0.0
satisfied,Loyal Customer,60,Personal Travel,Eco,1694,0,3,1,5,5,5,4,2,3,4,5,5,0,0.0
satisfied,Loyal Customer,28,Personal Travel,Eco,1728,5,5,5,4,4,5,3,4,5,4,5,4,0,0.0
dissatisfied,disloyal Customer,36,Business travel,Eco,2154,2,2,3,5,2,5,1,2,4,3,4,5,3,12.0
satisfied,Loyal Customer,33,Personal Travel,Eco,2663,1,1,1,5,5,5,5,5,5,5,5,4,0,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Eco,1752,4,3,3,5,5,5,3,4,5,4,2,5,1,4.0
dissatisfied,disloyal Customer,37,Business travel,Eco,1932,2,2,3,2,3,4,3,3,4,3,1,3,29,32.0
satisfied,Loyal Customer,29,Business travel,Business,4727,4,4,4,5,5,5,3,5,5,3,5,5,19,7.0
satisfied,Loyal Customer,39,Business travel,Business,1557,4,4,4,3,3,3,3,4,3,5,3,1,0,2.0
dissatisfied,disloyal Customer,11,Business travel,Eco,1892,3,3,3,1,1,1,4,2,3,3,4,1,0,3.0
satisfied,Loyal Customer,40,Business travel,Business,2023,4,4,4,5,5,4,4,4,4,3,4,5,3,0.0
satisfied,Loyal Customer,16,Personal Travel,Eco,2234,2,2,2,4,4,4,5,2,5,5,5,4,14,21.0
satisfied,Loyal Customer,52,Personal Travel,Eco,700,4,4,4,5,5,4,4,4,4,4,4,4,113,93.0
satisfied,Loyal Customer,32,Business travel,Business,3585,2,2,2,4,4,4,3,3,4,4,5,4,0,0.0
dissatisfied,Loyal Customer,42,Business travel,Business,2703,5,5,5,1,1,1,1,4,3,1,2,1,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,2258,5,5,5,4,4,4,4,4,4,3,4,3,0,1.0
satisfied,disloyal Customer,37,Business travel,Business,2651,4,4,1,5,5,5,5,3,4,5,5,5,1,4.0
satisfied,Loyal Customer,44,Personal Travel,Eco,297,5,3,4,3,2,5,5,3,5,3,5,2,0,0.0
satisfied,Loyal Customer,35,Personal Travel,Eco,3879,5,5,3,1,1,1,5,2,3,4,5,1,0,0.0
satisfied,Loyal Customer,10,Personal Travel,Eco,2226,3,3,3,3,5,4,4,4,5,5,4,3,2,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,1449,4,4,4,2,5,4,4,4,4,5,4,1,10,0.0
satisfied,Loyal Customer,22,Business travel,Business,2166,4,4,4,3,3,3,5,2,4,3,4,3,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,336,4,4,4,2,4,5,5,5,5,3,5,5,0,0.0
dissatisfied,disloyal Customer,50,Business travel,Eco,2586,3,3,4,3,3,3,1,2,4,1,4,3,0,0.0
dissatisfied,Loyal Customer,40,Business travel,Eco,1799,5,5,5,2,2,2,3,3,2,3,3,2,2,0.0
satisfied,Loyal Customer,46,Business travel,Business,2967,2,2,2,4,4,4,1,3,3,4,5,4,0,25.0
dissatisfied,disloyal Customer,21,Business travel,Eco,2560,3,3,4,4,4,4,3,3,4,4,5,4,30,20.0
dissatisfied,disloyal Customer,21,Business travel,Eco,1933,1,1,2,3,3,3,3,3,1,1,1,3,0,25.0
dissatisfied,Loyal Customer,47,Business travel,Business,898,2,2,2,5,3,1,1,1,1,4,1,2,0,11.0
satisfied,Loyal Customer,52,Business travel,Business,1686,4,3,3,5,5,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,59,Personal Travel,Eco,1843,3,4,4,1,1,1,1,5,4,2,4,1,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,266,3,3,3,4,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,33,Business travel,Business,2308,4,4,4,5,5,5,3,3,4,3,5,5,8,16.0
satisfied,Loyal Customer,43,Business travel,Business,3128,4,4,4,2,3,5,5,5,3,4,5,3,0,0.0
satisfied,Loyal Customer,47,Business travel,Eco,1969,3,3,3,4,4,4,2,1,3,2,4,4,0,0.0
dissatisfied,disloyal Customer,65,Business travel,Business,1653,2,2,2,2,5,2,4,5,5,4,5,2,0,5.0
satisfied,disloyal Customer,25,Business travel,Business,2151,0,3,2,4,5,4,3,5,4,3,4,4,0,0.0
satisfied,Loyal Customer,39,Personal Travel,Eco Plus,1252,2,2,2,2,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,891,2,3,3,4,5,5,5,5,5,5,5,3,0,7.0
satisfied,Loyal Customer,11,Personal Travel,Eco,1835,2,5,3,4,4,4,1,1,3,2,3,4,0,0.0
dissatisfied,Loyal Customer,67,Personal Travel,Eco,1267,5,1,4,1,1,1,3,3,5,4,4,1,11,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,1134,4,0,4,5,4,4,4,4,4,5,4,3,0,0.0
satisfied,Loyal Customer,27,Business travel,Business,2910,4,4,4,5,5,5,3,4,4,5,5,5,3,0.0
dissatisfied,disloyal Customer,41,Business travel,Eco,2365,2,2,3,2,2,2,2,3,4,3,4,2,30,40.0
dissatisfied,Loyal Customer,35,Business travel,Eco,1598,2,2,2,2,2,2,1,3,4,3,4,2,2,0.0
satisfied,Loyal Customer,43,Business travel,Eco,963,5,5,5,1,3,4,4,4,4,1,4,3,0,1.0
satisfied,disloyal Customer,23,Business travel,Eco,1311,4,5,2,2,2,2,2,5,1,1,5,2,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,386,3,3,3,4,5,4,4,4,4,5,4,3,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1026,0,0,4,3,3,3,3,3,5,5,4,3,51,38.0
satisfied,Loyal Customer,55,Business travel,Business,1529,4,4,4,3,5,2,2,2,2,5,2,5,0,0.0
dissatisfied,Loyal Customer,39,Business travel,Eco,1756,3,3,3,3,3,3,2,4,3,2,3,3,17,7.0
dissatisfied,Loyal Customer,17,Personal Travel,Eco Plus,1640,3,2,2,3,3,3,2,4,3,1,2,3,123,124.0
satisfied,Loyal Customer,41,Personal Travel,Eco,2265,1,1,1,5,5,5,3,5,5,5,5,5,1,7.0
satisfied,Loyal Customer,49,Business travel,Eco Plus,2671,5,2,2,5,5,5,5,1,3,3,5,5,21,15.0
dissatisfied,disloyal Customer,27,Business travel,Eco,1749,1,1,4,3,3,3,1,3,3,2,4,3,16,16.0
satisfied,Loyal Customer,40,Business travel,Business,2835,4,4,4,2,5,5,5,5,5,3,5,4,6,6.0
dissatisfied,disloyal Customer,37,Business travel,Business,2316,2,2,3,5,5,5,5,4,4,4,4,5,18,18.0
dissatisfied,Loyal Customer,31,Personal Travel,Eco,1363,5,4,2,4,4,4,5,5,5,4,4,4,0,0.0
satisfied,Loyal Customer,51,Business travel,Eco Plus,1719,5,3,5,1,1,1,3,1,2,3,1,1,0,0.0
satisfied,Loyal Customer,51,Personal Travel,Eco,2249,4,4,4,5,5,4,4,4,4,3,4,4,0,0.0
dissatisfied,Loyal Customer,36,Personal Travel,Eco,2109,3,2,4,5,1,5,5,5,2,1,4,5,0,0.0
dissatisfied,Loyal Customer,58,Personal Travel,Eco,1638,4,1,2,2,2,2,4,4,5,3,5,2,48,
satisfied,Loyal Customer,58,Business travel,Business,3417,4,0,4,5,5,4,4,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,1730,1,1,1,2,5,5,5,5,5,4,5,3,2,1.0
dissatisfied,Loyal Customer,43,Personal Travel,Eco,1707,5,4,2,2,1,2,2,4,2,3,2,5,7,11.0
dissatisfied,Loyal Customer,31,Business travel,Eco Plus,2416,2,2,2,3,3,4,1,4,4,3,2,3,91,155.0
dissatisfied,disloyal Customer,22,Business travel,Eco,2593,3,3,4,4,3,4,4,5,4,5,4,4,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,1369,4,5,5,3,1,5,5,5,5,2,5,2,0,0.0
satisfied,Loyal Customer,36,Personal Travel,Eco,1574,5,5,5,5,4,5,5,5,5,5,5,3,0,2.0
satisfied,Loyal Customer,52,Business travel,Business,2250,3,3,3,3,5,2,2,2,2,4,2,3,5,2.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco,2063,4,3,2,1,1,1,5,3,4,3,4,1,48,29.0
satisfied,Loyal Customer,50,Business travel,Business,3031,4,4,4,4,4,4,4,4,4,5,4,5,3,0.0
dissatisfied,Loyal Customer,44,Business travel,Eco Plus,1551,5,5,5,5,4,3,3,3,3,3,3,2,13,1.0
satisfied,Loyal Customer,28,Business travel,Business,4426,4,4,4,4,4,4,5,4,4,4,4,4,1,0.0
satisfied,Loyal Customer,15,Business travel,Business,4907,5,5,5,4,4,4,3,3,5,5,5,4,0,0.0
dissatisfied,Loyal Customer,26,Personal Travel,Eco,1484,5,3,4,4,4,4,3,4,3,2,4,4,5,0.0
dissatisfied,Loyal Customer,61,Personal Travel,Eco Plus,2182,4,3,1,4,4,4,3,5,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,21,Personal Travel,Eco,2270,1,2,2,4,5,4,4,1,3,3,3,4,0,0.0
dissatisfied,Loyal Customer,43,Business travel,Eco,1410,4,4,4,2,2,2,4,5,2,3,3,2,10,5.0
dissatisfied,Loyal Customer,35,Business travel,Eco,2333,3,3,3,1,1,1,3,5,3,3,4,1,7,2.0
dissatisfied,Loyal Customer,59,Business travel,Business,1571,3,3,3,4,3,4,4,4,4,1,4,1,0,0.0
dissatisfied,disloyal Customer,40,Business travel,Business,2559,1,1,2,3,3,3,5,5,5,3,4,3,6,0.0
dissatisfied,Loyal Customer,12,Personal Travel,Eco,1895,4,1,5,1,1,1,1,3,3,4,3,1,31,10.0
satisfied,Loyal Customer,53,Business travel,Business,1947,4,4,4,2,4,3,3,4,3,3,3,5,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,1881,0,0,3,5,4,2,2,2,5,4,2,3,0,12.0
satisfied,Loyal Customer,45,Business travel,Eco,2425,4,4,4,2,2,2,3,1,1,3,3,2,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,434,5,5,5,4,5,4,4,5,4,5,4,3,42,44.0
satisfied,Loyal Customer,32,Business travel,Business,4279,5,5,5,4,4,4,3,3,2,2,3,4,0,0.0
satisfied,Loyal Customer,18,Business travel,Business,2501,1,1,1,4,4,4,5,3,3,1,2,4,0,15.0
dissatisfied,Loyal Customer,51,Personal Travel,Business,417,5,4,2,5,3,2,2,4,2,2,2,5,84,74.0
dissatisfied,Loyal Customer,45,Business travel,Business,504,2,2,2,5,3,1,1,1,1,4,1,3,0,0.0
dissatisfied,Loyal Customer,23,Business travel,Eco Plus,1746,3,3,3,3,4,3,1,1,4,2,4,3,31,31.0
satisfied,Loyal Customer,59,Personal Travel,Eco,825,2,5,2,3,2,3,3,5,3,2,3,1,0,0.0
dissatisfied,Loyal Customer,30,Business travel,Business,2884,3,4,3,3,3,3,3,3,2,2,4,3,31,16.0
dissatisfied,Loyal Customer,36,Business travel,Business,2519,3,3,3,3,4,3,3,3,3,4,3,1,12,11.0
dissatisfied,Loyal Customer,56,Personal Travel,Eco Plus,1879,3,3,4,2,5,2,3,4,2,5,1,2,16,6.0
dissatisfied,Loyal Customer,69,Personal Travel,Eco,1554,5,3,4,5,5,5,2,3,5,2,4,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,3912,4,4,4,2,5,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,23,Business travel,Business,3394,5,5,5,4,4,4,5,2,3,5,3,4,0,5.0
dissatisfied,Loyal Customer,46,Business travel,Eco,861,4,4,4,2,4,1,1,1,1,4,1,4,0,12.0
satisfied,Loyal Customer,52,Business travel,Eco,957,2,2,2,4,5,5,5,5,5,4,5,1,0,0.0
dissatisfied,Loyal Customer,27,Business travel,Business,2527,3,3,3,2,2,2,3,4,4,1,4,2,0,0.0
dissatisfied,Loyal Customer,8,Personal Travel,Eco,1797,5,3,1,3,5,3,4,2,5,5,5,3,41,25.0
satisfied,Loyal Customer,65,Personal Travel,Eco,527,3,3,3,3,5,4,4,4,4,4,4,5,7,1.0
satisfied,Loyal Customer,15,Personal Travel,Business,1384,2,2,2,5,5,5,2,1,3,3,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,274,4,4,4,4,4,5,5,5,5,4,5,3,0,0.0
dissatisfied,Loyal Customer,17,Personal Travel,Eco,1293,4,4,3,3,2,3,3,3,2,4,4,3,0,3.0
satisfied,Loyal Customer,34,Business travel,Business,521,3,3,3,1,5,4,4,4,4,2,4,5,4,0.0
satisfied,Loyal Customer,19,Personal Travel,Eco Plus,1331,1,1,1,5,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,25,Personal Travel,Eco,2076,4,4,4,2,5,5,5,5,5,3,5,3,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2373,4,4,3,4,4,4,4,5,4,4,5,4,2,7.0
satisfied,disloyal Customer,22,Business travel,Eco,1890,0,0,1,5,5,5,5,5,5,3,4,5,19,0.0
dissatisfied,Loyal Customer,55,Business travel,Business,952,5,5,5,3,4,2,1,3,3,4,2,4,29,60.0
satisfied,Loyal Customer,59,Personal Travel,Eco Plus,696,5,3,5,5,4,5,5,5,5,3,5,5,22,29.0
satisfied,Loyal Customer,32,Business travel,Eco,2614,5,5,5,5,5,5,1,1,3,1,1,5,0,0.0
satisfied,Loyal Customer,26,Business travel,Eco,2042,5,0,5,4,4,4,4,4,2,3,2,4,88,69.0
dissatisfied,Loyal Customer,36,Business travel,Eco,1423,5,5,5,4,4,4,3,2,2,2,2,4,0,0.0
satisfied,Loyal Customer,23,Business travel,Business,2934,4,3,3,4,4,4,3,2,3,3,5,4,1,25.0
dissatisfied,Loyal Customer,27,Business travel,Business,2038,2,2,2,2,2,2,1,3,4,1,3,2,0,4.0
satisfied,disloyal Customer,26,Business travel,Business,2866,5,5,3,5,5,5,3,2,4,3,4,5,0,0.0
dissatisfied,Loyal Customer,63,Personal Travel,Eco Plus,2207,4,4,4,3,3,3,3,3,5,5,4,3,0,0.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco Plus,1486,5,3,1,4,4,4,5,5,4,5,4,4,0,0.0
dissatisfied,disloyal Customer,48,Business travel,Business,4015,2,2,4,4,3,4,4,2,3,5,4,4,72,
satisfied,Loyal Customer,55,Business travel,Business,2731,5,1,5,4,4,5,5,4,5,5,5,4,22,15.0
satisfied,Loyal Customer,39,Personal Travel,Eco,2273,1,5,4,5,5,5,1,1,3,1,4,5,0,0.0
satisfied,Loyal Customer,23,Business travel,Business,2609,0,0,2,3,3,3,5,3,4,4,4,3,8,0.0
satisfied,Loyal Customer,51,Business travel,Business,2355,3,3,3,4,5,4,4,5,4,4,4,5,0,0.0
dissatisfied,disloyal Customer,24,Business travel,Eco,1996,0,1,5,3,3,3,3,2,1,3,1,3,0,0.0
dissatisfied,Loyal Customer,46,Business travel,Business,2876,4,1,4,2,3,3,3,3,3,2,3,2,9,0.0
dissatisfied,disloyal Customer,39,Business travel,Eco,1507,3,4,4,2,2,2,4,2,2,3,3,2,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,945,2,2,2,3,5,5,5,5,5,3,5,3,0,7.0
satisfied,Loyal Customer,50,Business travel,Business,1106,5,5,5,5,4,4,4,4,4,4,4,3,0,13.0
dissatisfied,Loyal Customer,24,Personal Travel,Eco,1760,3,4,4,2,2,2,3,1,3,1,2,2,0,0.0
dissatisfied,disloyal Customer,34,Business travel,Business,1783,1,1,2,1,1,1,3,3,5,4,4,1,0,10.0
dissatisfied,Loyal Customer,19,Personal Travel,Business,2273,1,2,4,5,5,5,4,2,3,2,3,5,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,2296,0,5,2,1,1,1,5,5,4,5,5,1,14,0.0
satisfied,Loyal Customer,33,Personal Travel,Eco,2102,5,5,5,2,2,2,4,5,4,5,5,2,0,0.0
satisfied,Loyal Customer,80,Business travel,Business,107,4,4,4,5,2,4,4,4,5,3,4,5,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,1838,0,5,1,4,4,4,3,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,3371,1,1,1,4,4,4,4,4,4,3,4,5,0,0.0
dissatisfied,Loyal Customer,49,Business travel,Business,3703,2,2,2,5,3,3,3,2,3,1,3,3,0,7.0
satisfied,disloyal Customer,24,Business travel,Eco,2049,5,0,4,2,2,2,3,4,5,4,2,2,0,0.0
dissatisfied,Loyal Customer,25,Business travel,Business,1436,4,4,4,3,3,3,1,5,2,3,1,3,15,15.0
satisfied,Loyal Customer,42,Business travel,Eco,859,1,1,1,2,2,5,5,5,5,1,5,1,39,32.0
satisfied,Loyal Customer,41,Business travel,Business,1182,2,2,2,5,5,4,4,4,4,4,4,3,4,6.0
satisfied,Loyal Customer,48,Personal Travel,Eco,669,2,4,2,2,5,3,3,3,3,3,3,4,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,3439,3,2,3,5,5,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,277,1,1,1,5,5,5,5,5,5,3,5,4,0,0.0
dissatisfied,disloyal Customer,23,Business travel,Eco,1902,3,3,4,3,1,4,2,4,3,1,1,1,202,190.0
satisfied,Loyal Customer,35,Business travel,Eco,2341,2,2,2,5,5,5,1,3,3,4,2,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2579,2,2,2,3,5,4,4,5,4,3,4,5,3,7.0
satisfied,Loyal Customer,46,Personal Travel,Eco,422,5,3,5,2,1,5,5,5,5,5,5,5,0,10.0
dissatisfied,Loyal Customer,11,Business travel,Eco,2101,3,3,3,3,2,3,4,5,4,2,3,3,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,3681,4,4,4,4,4,4,4,4,4,4,4,5,2,0.0
dissatisfied,Loyal Customer,29,Business travel,Business,2600,3,4,3,1,1,1,2,1,4,3,4,1,24,9.0
dissatisfied,Loyal Customer,28,Business travel,Eco Plus,2107,3,3,3,4,4,4,2,4,4,4,3,4,64,61.0
satisfied,Loyal Customer,36,Personal Travel,Eco Plus,2170,2,2,2,5,5,4,4,4,4,5,4,4,23,22.0
dissatisfied,Loyal Customer,37,Business travel,Business,563,0,0,4,3,4,4,4,0,4,4,4,1,17,6.0
satisfied,Loyal Customer,48,Business travel,Business,1904,3,3,3,1,3,5,5,4,5,2,5,2,1,5.0
dissatisfied,disloyal Customer,36,Business travel,Eco,1611,4,1,3,1,1,1,4,2,4,1,4,1,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,2011,1,4,1,4,5,3,3,4,3,4,3,3,0,11.0
satisfied,Loyal Customer,25,Business travel,Business,3002,1,1,1,4,4,4,4,5,4,4,4,4,25,0.0
satisfied,Loyal Customer,37,Business travel,Business,3256,2,1,2,5,5,4,4,4,4,4,4,5,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,3043,1,1,1,2,4,4,4,4,4,4,4,3,1,16.0
satisfied,Loyal Customer,42,Business travel,Business,608,2,2,2,1,3,2,2,2,2,3,2,2,0,0.0
dissatisfied,Loyal Customer,51,Business travel,Eco,2424,2,2,2,2,2,2,2,2,3,1,3,2,5,0.0
satisfied,Loyal Customer,34,Business travel,Business,2984,2,4,4,5,4,4,4,4,4,5,4,4,0,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Eco,1725,4,4,1,5,5,5,1,1,2,3,1,5,0,2.0
satisfied,Loyal Customer,39,Business travel,Business,3774,3,3,3,2,4,4,4,4,4,3,4,5,0,2.0
dissatisfied,Loyal Customer,47,Business travel,Eco,1706,4,4,4,4,4,4,4,2,3,1,4,4,0,11.0
dissatisfied,Loyal Customer,46,Personal Travel,Eco,2041,4,3,3,3,3,3,3,3,4,5,5,3,41,36.0
satisfied,Loyal Customer,54,Personal Travel,Eco,1343,5,0,1,4,5,2,2,0,4,3,2,3,25,41.0
satisfied,Loyal Customer,51,Business travel,Business,3621,4,4,4,2,4,5,5,5,4,4,5,3,0,3.0
satisfied,Loyal Customer,62,Business travel,Eco,130,3,3,3,2,1,5,5,4,5,3,5,1,0,16.0
dissatisfied,disloyal Customer,35,Business travel,Eco,1945,2,3,4,3,3,3,1,1,3,1,3,3,80,88.0
dissatisfied,disloyal Customer,49,Business travel,Eco,2467,2,2,2,3,3,3,3,4,3,4,3,3,57,81.0
satisfied,Loyal Customer,38,Business travel,Eco Plus,2247,3,3,3,3,3,3,3,2,5,4,5,3,61,47.0
dissatisfied,Loyal Customer,31,Personal Travel,Eco,3949,1,3,3,3,3,3,2,4,4,4,4,3,10,0.0
satisfied,Loyal Customer,56,Business travel,Business,2174,2,2,2,3,5,4,4,4,5,4,4,5,0,0.0
dissatisfied,disloyal Customer,44,Business travel,Business,1802,2,2,3,3,3,3,5,5,5,3,4,3,14,5.0
satisfied,Loyal Customer,44,Business travel,Business,2617,3,3,3,2,5,5,5,5,5,4,5,3,0,7.0
dissatisfied,Loyal Customer,22,Business travel,Business,3587,4,4,4,4,4,4,1,2,3,4,4,4,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,2667,5,5,5,2,2,2,3,1,3,5,5,2,45,14.0
satisfied,Loyal Customer,63,Personal Travel,Eco,1652,5,0,1,4,4,4,4,4,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,47,Business travel,Eco,590,1,1,1,4,3,3,3,3,3,1,3,4,0,13.0
satisfied,Loyal Customer,28,Business travel,Business,3296,4,2,4,5,5,5,2,5,2,3,4,5,0,0.0
satisfied,Loyal Customer,49,Personal Travel,Eco Plus,2189,2,2,2,4,3,5,5,5,5,4,5,4,56,34.0
dissatisfied,disloyal Customer,32,Business travel,Business,1892,3,3,3,2,5,2,3,3,5,5,5,2,0,0.0
satisfied,Loyal Customer,58,Business travel,Business,3596,3,3,3,2,4,4,4,4,4,3,4,3,0,0.0
dissatisfied,disloyal Customer,37,Business travel,Eco,2593,4,4,3,1,1,1,4,4,3,3,4,1,24,16.0
satisfied,Loyal Customer,54,Business travel,Business,632,1,1,1,2,4,4,4,4,4,3,4,4,3,0.0
satisfied,disloyal Customer,20,Business travel,Eco,2159,0,4,3,4,4,4,3,5,4,4,5,4,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,3764,1,1,1,4,4,4,4,4,4,5,4,5,29,20.0
dissatisfied,disloyal Customer,27,Business travel,Eco Plus,2047,1,1,2,1,1,1,1,2,2,3,3,1,0,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,1109,2,2,2,2,4,2,2,2,2,5,2,5,18,26.0
satisfied,Loyal Customer,63,Personal Travel,Eco,2293,5,4,3,1,1,1,5,1,5,3,3,1,0,0.0
satisfied,Loyal Customer,10,Personal Travel,Eco,3604,4,4,4,2,5,4,4,4,4,4,4,5,24,23.0
satisfied,Loyal Customer,41,Business travel,Business,2456,3,3,3,5,5,5,3,5,5,5,5,5,1,2.0
satisfied,Loyal Customer,37,Business travel,Business,2730,2,2,2,3,4,5,5,5,5,4,5,3,0,9.0
satisfied,Loyal Customer,49,Business travel,Business,2482,5,5,5,2,5,4,4,4,4,3,4,4,12,9.0
satisfied,Loyal Customer,46,Business travel,Business,1381,3,3,3,2,5,3,3,4,3,3,3,5,0,0.0
dissatisfied,Loyal Customer,38,Business travel,Eco,2182,4,4,4,2,2,2,3,1,4,4,4,2,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Eco,1098,3,1,3,3,3,3,5,3,3,2,2,3,0,0.0
dissatisfied,Loyal Customer,19,Personal Travel,Eco,1809,0,2,2,5,5,5,5,5,5,4,4,5,2,13.0
dissatisfied,disloyal Customer,10,Business travel,Eco,2600,3,3,3,4,4,4,3,5,3,3,4,4,45,65.0
satisfied,Loyal Customer,44,Business travel,Eco,1804,5,5,5,1,2,4,4,4,4,5,4,3,0,2.0
satisfied,Loyal Customer,13,Personal Travel,Eco,2452,5,5,3,4,4,4,4,4,5,5,4,4,0,4.0
dissatisfied,disloyal Customer,23,Business travel,Eco,1338,4,0,1,2,5,2,4,4,4,3,4,2,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,1789,4,5,1,1,1,1,5,4,4,3,4,1,9,3.0
satisfied,Loyal Customer,30,Business travel,Business,2178,5,5,5,4,4,4,3,3,4,3,4,4,6,0.0
dissatisfied,Loyal Customer,27,Business travel,Business,3736,3,3,3,4,4,4,1,3,3,3,3,4,47,48.0
dissatisfied,disloyal Customer,23,Business travel,Eco,1904,4,1,3,4,4,4,3,2,4,1,3,4,0,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,1686,3,5,4,2,2,2,5,2,4,4,1,2,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,3436,4,2,4,5,5,5,4,5,4,5,4,5,0,0.0
